PT101,FT101,TT101,Fault_Code
1.24,107.2,26.18,2
1.33,108.53,30.24,2
1.27,109.22,28.11,2
1.33,108.69,25.12,2
1.29,114.71,26.29,2
1.37,114.21,28.31,2
1.33,103.65,31.85,2
0.91,91.05,26.54,3
0.99,73.36,28.15,3
1.1,91.87,26.41,3
1.05,51.24,25.71,3
0.93,55.94,29.82,3
0.9,79.14,26.35,3
0.99,65.94,30.18,3
1.05,54.99,27.63,3
1.02,80.81,28.38,3
1.01,78.04,28.11,3
0.93,67.99,25.47,3
1.06,75.91,30.77,3
0.97,88.08,26.62,3
1.04,71.02,28.35,3
0.94,81.7,26.79,3
0.93,79.0,29.03,3
0.93,61.27,30.15,3
0.92,75.66,29.43,3
1.1,72.55,25.88,3
0.95,64.45,31.6,3
0.94,82.17,30.84,3
1.06,92.41,27.58,3
0.97,88.87,30.86,3
1.01,51.43,31.82,3
1.1,55.45,28.88,3
1.05,91.09,31.09,3
0.97,70.53,28.4,3
0.97,89.15,30.26,3
1.08,61.92,27.08,3
1.07,88.54,31.74,3
0.91,65.13,31.93,3
0.91,93.55,29.66,3
1.01,82.27,30.35,3
0.98,70.02,29.69,3
1.06,63.28,27.96,3
0.97,77.98,27.15,3
1.0,74.5,26.47,3
1.06,84.72,30.93,3
1.04,53.11,29.46,3
1.1,56.26,29.49,3
0.93,87.58,31.19,3
1.0,74.63,29.86,3
0.93,55.02,28.18,3
0.97,93.11,31.85,3
0.91,60.11,30.49,3
0.99,83.79,29.33,3
1.05,93.84,30.47,3
0.94,66.35,31.56,3
0.93,64.79,26.25,3
0.91,62.23,26.0,3
0.99,60.34,25.19,3
1.0,77.77,28.15,3
0.92,56.69,25.72,3
1.01,78.99,28.87,3
1.0,62.65,26.04,3
1.04,72.65,27.54,3
1.06,81.31,31.08,3
1.09,93.4,25.85,3
1.03,91.48,25.08,3
1.05,51.35,25.99,3
0.93,56.14,28.68,3
0.95,84.27,26.95,3
0.98,50.09,31.67,3
1.07,89.52,25.85,3
1.01,75.18,26.09,3
1.08,57.62,26.17,3
1.07,73.32,28.92,3
0.95,64.1,29.24,3
1.03,65.51,25.19,3
1.0,69.81,28.71,3
0.95,65.74,31.1,3
0.92,54.28,26.24,3
1.01,55.58,28.02,3
0.97,92.36,31.61,3
0.97,50.09,27.84,3
1.01,79.48,31.5,3
1.01,66.28,29.22,3
1.04,81.93,31.02,3
1.07,74.19,29.32,3
0.97,79.68,30.9,3
1.02,77.84,26.91,3
1.08,56.88,26.49,3
1.1,60.22,26.71,3
0.94,59.71,30.23,3
1.08,77.43,25.57,3
1.06,58.89,29.48,3
1.02,59.14,26.56,3
1.06,66.93,26.34,3
1.02,64.64,31.87,3
1.07,56.09,25.04,3
0.99,79.14,27.46,3
0.9,59.01,27.88,3
1.0,77.38,31.07,3
1.1,81.04,29.79,3
1.08,84.97,29.75,3
1.08,81.03,31.71,3
0.91,63.25,27.28,3
1.04,82.42,26.02,3
1.0,52.85,27.33,3
1.07,80.32,28.46,3
0.91,63.11,30.93,3
0.95,78.45,26.75,3
0.94,58.99,27.21,3
1.09,54.47,25.9,3
0.92,68.87,29.12,3
1.02,88.74,27.73,3
0.96,92.03,27.94,3
0.91,72.11,25.67,3
1.05,82.91,29.48,3
1.02,91.81,29.71,3
0.94,87.12,30.18,3
0.98,85.92,29.91,3
0.93,85.83,25.69,3
1.01,58.5,29.0,3
1.02,51.5,27.88,3
1.03,66.38,27.64,3
1.01,74.53,27.9,3
0.97,89.05,28.92,3
0.92,89.08,31.11,3
1.03,78.94,26.82,3
0.91,90.87,28.27,3
0.91,85.49,26.8,3
1.0,54.86,26.76,3
1.04,69.33,28.35,3
0.97,88.09,28.66,3
0.93,87.57,28.27,3
0.96,74.14,28.33,3
1.1,90.19,31.74,3
1.07,82.07,30.1,3
0.98,83.82,28.14,3
1.03,58.0,26.42,3
1.06,50.61,25.98,3
1.05,62.94,27.28,3
0.98,62.62,28.04,3
1.07,76.93,25.96,3
1.0,59.11,29.99,3
0.94,62.13,26.98,3
1.05,69.21,31.2,3
0.93,93.16,30.49,3
1.03,66.64,31.58,3
1.05,89.62,26.07,3
1.07,77.15,26.71,3
0.92,74.71,25.22,3
1.09,68.63,25.72,3
0.93,53.27,31.1,3
0.96,62.45,26.1,3
1.01,93.84,26.56,3
1.01,51.1,29.67,3
1.04,55.58,28.79,3
1.07,84.65,27.23,3
1.0,65.86,25.18,3
1.03,71.45,26.84,3
1.04,92.04,27.23,3
0.91,83.68,25.26,3
0.91,78.28,26.85,3
0.92,50.67,29.07,3
1.0,69.18,29.0,3
0.98,83.84,28.86,3
0.98,65.97,27.73,3
1.0,81.56,27.88,3
0.95,93.22,28.87,3
0.97,65.6,28.48,3
0.99,71.64,31.21,3
0.92,50.84,27.81,3
0.94,62.34,31.23,3
1.1,62.75,25.7,3
0.95,85.66,28.02,3
0.95,83.75,25.7,3
0.96,92.38,26.74,3
1.06,60.44,29.63,3
1.09,72.72,29.2,3
1.03,80.52,26.53,3
1.08,81.94,31.63,3
1.04,77.85,27.9,3
1.08,86.83,25.91,3
0.9,81.96,26.54,3
1.07,56.81,29.1,3
0.93,85.28,31.15,3
1.09,82.14,27.02,3
0.97,87.15,29.56,3
1.03,64.24,29.83,3
1.02,77.01,26.97,3
0.9,91.92,28.04,3
0.91,58.95,29.47,3
1.06,74.05,25.65,3
0.99,61.41,29.03,3
1.0,71.74,27.26,3
1.0,85.51,25.36,3
0.91,63.76,31.19,3
1.0,92.38,31.58,3
1.04,72.47,31.87,3
0.9,69.12,28.26,3
0.9,58.22,27.8,3
1.04,75.62,29.21,3
0.9,57.47,26.18,3
1.05,81.25,25.58,3
1.06,80.57,28.94,3
0.94,89.32,29.99,3
1.06,60.88,27.8,3
0.92,66.34,30.3,3
1.08,85.27,31.38,3
0.92,89.74,29.56,3
0.97,69.22,25.15,3
0.93,62.46,27.5,3
1.05,58.07,31.85,3
1.01,56.02,26.71,3
0.92,66.7,29.36,3
1.09,76.8,27.58,3
0.91,55.24,28.98,3
1.06,65.85,29.3,3
1.04,54.5,27.75,3
0.95,87.41,30.73,3
0.97,58.84,28.05,3
1.07,90.09,26.79,3
0.91,71.01,29.6,3
0.92,62.37,29.12,3
0.94,68.76,31.86,3
1.09,71.81,29.14,3
0.94,80.0,27.98,3
1.06,63.04,27.78,3
1.09,52.23,25.33,3
1.03,73.81,27.57,3
1.0,69.59,26.54,3
1.08,87.0,31.47,3
1.02,52.28,28.8,3
1.02,64.16,31.11,3
0.94,51.06,29.37,3
0.98,71.31,28.11,3
1.01,74.24,31.8,3
1.0,66.79,26.0,3
0.97,83.43,27.71,3
1.05,92.1,31.32,3
1.03,75.65,27.09,3
0.91,79.12,25.51,3
0.96,59.39,29.84,3
0.99,50.86,30.3,3
0.99,55.94,30.37,3
1.03,70.78,29.27,3
1.09,83.36,26.79,3
1.01,66.46,29.14,3
1.05,65.79,26.6,3
1.04,52.72,25.39,3
0.99,89.01,25.54,3
1.02,82.98,31.35,3
0.96,88.06,29.75,3
1.06,71.32,28.29,3
1.03,72.31,28.16,3
1.04,55.17,30.84,3
1.09,54.16,31.57,3
0.93,90.71,30.19,3
1.01,77.28,31.92,3
1.04,85.13,27.12,3
0.95,62.06,25.24,3
1.02,66.28,30.78,3
1.07,55.75,25.42,3
0.97,80.63,31.46,3
1.05,77.0,26.85,3
1.07,74.47,30.51,3
0.93,76.09,30.19,3
0.94,67.0,30.08,3
0.92,73.17,28.67,3
1.04,54.0,26.54,3
0.99,67.47,27.05,3
1.08,68.75,27.23,3
0.99,82.52,28.31,3
1.05,78.97,31.5,3
1.03,70.82,26.61,3
0.97,77.88,31.18,3
1.08,65.87,27.35,3
1.07,57.45,31.12,3
0.98,90.17,29.42,3
0.91,57.2,28.23,3
1.09,88.42,31.65,3
1.05,70.79,29.59,3
1.06,70.46,26.3,3
1.0,86.53,28.6,3
0.99,54.02,31.49,3
0.93,65.87,30.3,3
0.92,75.94,29.51,3
0.99,73.83,26.71,3
1.08,84.91,25.72,3
0.91,71.78,25.12,3
0.96,72.3,28.21,3
1.07,83.27,26.01,3
1.06,90.87,31.96,3
0.96,50.24,27.63,3
1.09,61.63,30.4,3
0.96,60.12,28.15,3
0.93,87.76,26.18,3
1.03,57.15,28.32,3
0.9,53.95,28.73,3
0.99,69.22,30.07,3
1.0,64.14,31.34,3
1.1,85.13,30.25,3
1.06,73.65,28.12,3
1.02,77.52,30.87,3
1.08,78.15,25.17,3
1.0,76.67,25.28,3
1.09,55.87,30.18,3
0.93,71.95,28.1,3
1.04,68.39,29.39,3
1.08,72.12,28.89,3
1.1,73.21,25.93,3
0.91,86.35,25.74,3
1.02,85.99,29.74,3
0.95,58.51,31.15,3
1.08,62.78,26.4,3
1.0,58.0,27.48,3
0.97,56.6,30.39,3
1.0,61.71,31.14,3
0.91,85.79,26.2,3
1.08,64.53,27.25,3
0.96,58.38,28.74,3
0.95,65.43,25.86,3
0.97,67.99,27.61,3
1.09,68.31,27.68,3
1.08,52.59,30.73,3
1.0,74.04,30.98,3
0.93,60.32,25.42,3
1.1,93.39,25.97,3
1.02,80.76,28.93,3
0.9,78.25,28.55,3
1.06,50.26,28.27,3
1.09,51.64,27.43,3
1.02,56.21,26.31,3
0.93,87.31,29.01,3
1.09,71.35,31.88,3
1.06,70.14,26.84,3
0.93,74.53,25.66,3
0.93,60.78,27.17,3
0.99,60.75,25.32,3
0.93,74.96,26.39,3
1.03,72.83,25.93,3
0.92,50.77,25.69,3
1.07,55.89,27.21,3
0.97,63.11,27.53,3
0.98,93.8,25.64,3
1.03,75.88,29.3,3
0.91,69.99,27.75,3
0.96,83.79,27.19,3
1.09,59.88,29.1,3
1.02,69.49,27.86,3
1.02,73.12,31.58,3
0.98,81.84,26.07,3
1.01,87.83,30.24,3
1.07,85.07,25.96,3
1.02,70.79,29.82,3
1.09,74.9,27.73,3
0.93,83.85,26.52,3
1.06,71.24,30.05,3
0.91,83.88,31.95,3
0.94,54.65,31.45,3
1.04,61.95,28.28,3
1.03,89.56,26.2,3
0.92,58.39,25.21,3
1.02,93.66,26.66,3
1.02,65.29,29.71,3
0.93,70.12,25.42,3
0.95,92.74,25.2,3
1.01,93.61,29.27,3
0.95,55.84,31.03,3
1.06,85.46,30.29,3
1.0,59.32,25.87,3
0.91,74.66,28.45,3
1.03,92.47,30.73,3
1.01,56.83,28.62,3
1.1,66.59,26.7,3
1.06,53.82,29.79,3
1.09,52.54,25.36,3
0.97,54.01,29.98,3
0.91,79.17,27.28,3
0.97,74.93,27.82,3
0.91,58.95,26.58,3
0.9,73.23,28.17,3
1.02,87.87,26.11,3
1.04,56.33,26.84,3
0.91,54.17,25.54,3
1.07,75.56,28.78,3
1.06,57.39,29.26,3
1.02,69.31,25.27,3
1.06,63.64,28.61,3
1.1,58.72,28.46,3
1.09,61.99,29.6,3
1.02,76.45,28.03,3
1.01,69.47,25.57,3
1.03,76.07,26.57,3
1.0,50.78,31.9,3
0.96,83.62,31.45,3
0.99,59.34,31.59,3
0.99,76.97,30.3,3
0.98,93.58,30.32,3
1.01,81.71,27.02,3
0.92,69.93,27.8,3
0.98,86.88,28.5,3
0.95,62.26,25.89,3
1.0,91.82,25.67,3
0.99,89.33,25.78,3
0.98,53.63,25.04,3
1.01,73.65,28.3,3
0.97,81.83,29.75,3
1.04,75.73,28.58,3
0.97,72.98,29.04,3
1.0,74.76,31.44,3
0.93,84.61,26.53,3
0.94,84.66,30.47,3
0.94,53.35,29.17,3
0.93,62.22,25.91,3
0.95,83.3,30.39,3
0.95,50.96,28.69,3
1.06,59.83,26.16,3
0.96,84.09,28.38,3
0.92,71.09,25.68,3
0.97,73.47,28.58,3
0.96,75.94,28.45,3
0.95,84.43,29.69,3
1.02,66.63,31.77,3
1.04,63.43,25.78,3
0.97,66.5,30.32,3
0.92,91.19,28.95,3
1.08,91.08,30.57,3
1.07,62.78,31.3,3
1.08,50.88,28.33,3
1.05,74.65,25.13,3
1.0,69.96,26.85,3
1.07,71.84,27.07,3
0.95,78.07,27.69,3
0.91,83.03,25.36,3
0.97,64.05,28.35,3
0.91,79.64,29.32,3
0.92,88.04,26.59,3
1.07,61.68,25.0,3
0.93,55.46,27.17,3
1.07,73.53,29.37,3
1.02,75.78,30.52,3
1.01,90.16,30.1,3
0.98,60.3,29.58,3
1.05,87.85,28.57,3
1.09,59.86,27.51,3
0.91,75.39,29.7,3
1.0,60.66,28.56,3
1.03,85.39,30.38,3
0.97,77.73,31.57,3
0.97,51.29,26.83,3
1.02,93.97,30.9,3
1.06,87.0,31.53,3
0.91,71.85,25.06,3
1.05,61.09,31.7,3
1.05,78.95,29.96,3
0.98,75.42,29.34,3
0.91,89.38,25.09,3
1.08,76.66,30.56,3
1.07,57.99,31.34,3
0.96,50.56,29.71,3
1.01,90.95,27.4,3
1.01,78.98,30.3,3
1.06,55.65,30.17,3
0.93,52.13,30.31,3
1.06,73.38,26.55,3
0.97,93.32,28.38,3
0.92,85.08,31.27,3
0.94,55.79,30.93,3
1.04,71.58,28.16,3
0.96,79.96,29.66,3
1.05,86.74,27.27,3
0.92,92.28,28.06,3
0.99,88.41,29.78,3
1.09,67.77,27.5,3
0.96,79.59,28.19,3
1.06,53.62,28.38,3
0.92,50.08,29.46,3
1.0,89.99,27.62,3
0.91,89.45,25.24,3
1.09,85.16,28.49,3
0.99,88.72,29.19,3
1.08,54.91,26.98,3
1.09,71.81,25.28,3
1.07,86.19,25.58,3
1.08,81.21,25.28,3
0.98,77.61,28.79,3
1.04,59.75,28.59,3
1.06,61.91,29.73,3
0.98,91.73,30.35,3
0.94,51.53,28.31,3
1.07,91.74,27.93,3
1.09,76.02,25.03,3
0.91,82.83,28.44,3
0.96,65.24,26.68,3
1.02,85.79,28.15,3
0.94,90.54,31.13,3
0.91,53.86,26.08,3
0.91,93.26,31.08,3
1.04,76.62,25.67,3
1.09,91.88,25.99,3
1.08,80.0,31.25,3
1.06,89.79,25.21,3
1.08,89.31,25.03,3
0.99,61.76,27.37,3
1.0,77.85,30.26,3
0.91,86.17,31.82,3
0.92,76.94,30.16,3
0.97,82.09,30.33,3
0.98,54.24,31.58,3
0.92,87.47,31.82,3
1.07,81.0,28.42,3
1.06,59.54,25.25,3
0.97,61.23,26.38,3
1.01,66.01,31.97,3
1.09,54.0,29.32,3
0.92,86.95,25.43,3
1.07,80.88,28.51,3
0.94,83.19,26.3,3
0.98,61.35,29.47,3
1.05,86.08,27.49,3
0.96,70.56,28.92,3
0.98,74.83,26.62,3
1.02,74.32,26.96,3
0.96,88.45,30.3,3
0.99,51.32,29.07,3
1.07,81.2,27.21,3
0.9,75.76,26.2,3
1.05,61.91,29.03,3
0.96,58.86,26.81,3
1.09,67.27,30.61,3
0.95,66.11,29.2,3
0.91,57.35,30.77,3
1.0,68.48,25.05,3
1.04,74.66,28.78,3
0.91,74.24,28.87,3
0.99,90.09,29.43,3
1.05,51.52,29.27,3
0.94,72.87,29.35,3
1.06,83.61,29.14,3
0.93,50.58,31.37,3
1.08,54.42,28.93,3
1.05,59.41,25.02,3
1.06,79.93,28.5,3
1.08,55.61,29.31,3
1.08,57.54,26.41,3
1.06,79.07,29.21,3
1.05,78.03,27.75,3
0.91,62.74,25.06,3
1.06,66.05,29.54,3
1.06,62.78,27.7,3
1.04,66.87,28.94,3
0.96,90.97,27.31,3
1.06,75.61,25.27,3
0.91,79.93,28.41,3
1.02,88.49,29.54,3
0.97,92.51,30.44,3
0.94,86.92,28.31,3
1.06,92.65,31.39,3
1.03,66.84,29.58,3
0.91,53.21,27.21,3
1.06,92.25,29.68,3
0.94,63.12,28.59,3
1.05,67.14,29.99,3
1.06,67.05,29.94,3
1.07,50.06,30.92,3
1.08,72.96,28.85,3
1.0,72.53,30.9,3
0.97,85.75,29.16,3
1.09,81.81,31.51,3
0.98,60.11,30.24,3
1.04,60.6,27.3,3
0.93,80.48,27.5,3
0.93,67.45,30.67,3
1.08,79.31,27.99,3
1.07,71.12,26.47,3
0.99,54.29,31.07,3
0.91,89.76,26.12,3
1.03,73.03,30.28,3
1.09,83.53,28.91,3
1.0,72.02,28.47,3
0.91,51.26,30.2,3
0.92,79.73,26.83,3
0.99,84.7,31.87,3
1.08,63.87,31.94,3
1.03,57.31,29.56,3
1.03,54.71,29.78,3
0.97,52.23,29.0,3
1.08,53.77,29.52,3
0.91,78.61,26.17,3
0.94,90.18,27.59,3
0.95,70.43,28.33,3
1.07,87.77,26.53,3
1.04,83.39,31.42,3
1.1,91.17,30.7,3
1.09,90.8,28.61,3
0.91,75.79,27.28,3
0.97,60.96,30.42,3
0.95,83.73,27.55,3
0.93,67.35,30.55,3
0.97,52.45,29.64,3
0.95,60.32,30.92,3
1.06,64.17,26.2,3
0.97,53.67,25.68,3
0.9,76.28,31.75,3
1.06,53.88,26.23,3
0.95,76.02,28.69,3
0.94,65.31,30.76,3
1.01,51.09,25.41,3
0.97,63.5,31.43,3
1.08,79.99,29.73,3
1.02,75.72,31.92,3
1.1,75.79,26.17,3
1.07,50.5,31.06,3
1.06,53.06,27.36,3
0.96,61.79,30.34,3
0.95,66.91,29.15,3
1.04,93.12,29.88,3
0.92,77.22,30.82,3
0.9,54.74,25.03,3
1.07,69.78,30.46,3
1.06,80.41,29.86,3
0.98,80.3,29.15,3
0.95,79.39,27.36,3
0.96,82.81,28.39,3
1.0,88.18,25.83,3
0.9,67.13,26.69,3
0.96,72.4,31.59,3
0.94,69.4,30.8,3
0.91,66.69,26.7,3
0.99,78.11,31.91,3
0.92,66.72,28.95,3
0.98,63.32,25.36,3
0.91,51.54,27.65,3
1.03,84.03,30.88,3
0.94,61.62,26.56,3
1.09,54.81,30.29,3
0.97,53.26,27.29,3
1.07,84.81,31.66,3
1.01,58.32,25.11,3
1.05,74.4,27.55,3
0.94,78.54,27.99,3
0.99,68.04,31.17,3
1.08,65.04,29.01,3
0.93,91.55,27.85,3
1.07,72.78,30.31,3
0.99,89.33,26.79,3
0.94,73.57,29.06,3
0.99,65.75,28.83,3
0.93,82.84,25.8,3
0.97,74.32,27.63,3
1.04,86.77,25.47,3
0.92,62.89,29.03,3
0.98,71.93,28.86,3
0.94,85.01,26.21,3
1.07,86.66,25.81,3
0.96,80.28,27.62,3
0.98,73.14,26.69,3
0.9,55.38,28.37,3
0.99,70.28,25.92,3
1.03,72.54,25.14,3
0.96,63.23,31.4,3
0.97,83.12,27.57,3
0.92,90.1,31.35,3
1.03,91.18,31.13,3
0.91,64.25,29.8,3
1.0,66.42,30.58,3
1.07,62.21,30.2,3
0.92,55.01,29.6,3
0.98,76.58,25.72,3
0.97,73.47,29.15,3
1.09,87.97,25.84,3
1.05,79.23,28.17,3
1.04,73.92,28.99,3
0.96,65.95,31.33,3
1.01,52.02,26.77,3
1.0,57.64,30.24,3
1.07,91.3,27.9,3
0.98,90.78,25.87,3
1.0,79.98,30.8,3
0.91,64.84,26.72,3
0.92,82.27,29.34,3
0.93,92.08,30.76,3
1.06,69.89,27.76,3
1.03,80.3,25.17,3
0.94,74.29,25.58,3
0.94,62.39,27.74,3
1.01,52.88,26.4,3
1.04,75.21,28.32,3
0.91,72.31,31.82,3
0.92,56.64,27.41,3
1.01,81.45,26.21,3
1.04,58.69,29.12,3
1.05,60.71,30.03,3
1.06,55.25,31.43,3
0.99,69.27,30.87,3
0.99,64.79,27.59,3
1.0,76.84,31.05,3
0.98,78.22,26.17,3
0.92,87.52,29.92,3
1.07,56.99,27.23,3
1.03,72.43,26.45,3
1.02,92.88,29.11,3
0.93,67.32,25.14,3
1.05,61.84,26.31,3
0.97,92.91,25.19,3
0.94,93.0,31.56,3
1.07,81.25,31.04,3
0.94,83.2,29.24,3
1.0,85.53,29.37,3
0.98,60.29,28.95,3
0.97,80.08,31.53,3
1.05,74.42,27.92,3
0.98,83.53,28.27,3
0.94,85.91,31.11,3
0.95,62.94,28.62,3
0.98,79.05,28.35,3
0.91,90.86,28.49,3
0.95,71.63,26.39,3
1.03,78.05,29.32,3
0.92,66.2,27.13,3
1.02,50.85,26.24,3
1.03,82.0,25.55,3
1.08,50.15,27.8,3
0.98,63.02,27.37,3
0.98,53.77,29.58,3
1.03,55.7,28.28,3
1.06,86.63,29.16,3
0.91,71.8,25.13,3
1.08,93.71,28.34,3
0.98,80.64,26.29,3
1.04,68.92,29.22,3
0.91,51.66,31.09,3
1.0,50.07,28.2,3
0.94,86.53,29.01,3
0.91,67.88,28.5,3
1.03,93.02,30.53,3
1.05,75.76,26.88,3
0.98,73.58,31.39,3
1.04,58.05,28.37,3
1.07,60.68,25.88,3
0.94,64.45,30.99,3
0.99,65.52,26.37,3
0.92,89.72,26.66,3
1.0,88.04,26.12,3
1.04,62.19,31.74,3
0.91,78.9,27.13,3
1.01,66.67,27.0,3
0.95,60.85,28.88,3
0.93,63.2,28.25,3
1.0,87.78,28.72,3
1.0,53.65,30.21,3
1.08,59.93,30.02,3
0.98,71.45,26.47,3
1.04,88.87,30.53,3
1.08,85.27,29.08,3
1.0,78.46,30.5,3
1.03,69.86,30.3,3
0.98,93.77,29.55,3
1.03,55.15,31.7,3
1.1,78.48,30.03,3
1.04,67.21,25.23,3
0.93,69.89,28.46,3
1.01,54.6,30.0,3
0.94,74.6,27.99,3
0.93,60.95,28.55,3
1.02,63.47,26.61,3
1.06,89.39,26.24,3
0.95,93.58,28.98,3
0.99,54.47,28.76,3
0.97,51.81,30.6,3
1.09,73.29,30.51,3
1.06,56.39,25.93,3
1.02,63.77,26.2,3
1.06,51.97,30.43,3
1.02,92.15,30.43,3
1.0,81.55,28.7,3
0.91,57.08,31.88,3
0.92,92.31,31.9,3
0.94,90.31,26.81,3
0.91,90.36,26.42,3
0.98,69.91,30.45,3
1.0,69.87,26.35,3
1.09,65.71,30.48,3
1.02,68.25,27.69,3
1.09,58.69,25.82,3
0.95,81.25,26.46,3
0.96,78.97,25.65,3
0.97,92.63,31.7,3
1.0,61.53,28.56,3
0.93,89.45,30.37,3
0.94,60.27,27.17,3
1.09,90.75,28.77,3
0.97,81.48,31.6,3
1.01,72.13,25.08,3
1.1,55.2,30.16,3
0.92,50.53,28.14,3
1.09,78.01,26.55,3
0.92,53.85,29.79,3
0.99,91.2,27.13,3
0.98,52.37,25.07,3
1.05,50.03,27.8,3
0.93,81.18,27.88,3
1.02,71.71,30.0,3
0.92,59.31,28.26,3
0.93,58.77,28.82,3
1.09,87.36,31.09,3
1.0,58.93,27.01,3
1.0,85.93,25.13,3
1.07,64.88,31.64,3
1.03,74.87,27.63,3
1.01,92.98,27.99,3
0.92,50.02,26.8,3
1.05,64.75,27.16,3
1.1,53.46,28.22,3
0.92,57.33,29.55,3
1.04,90.62,31.31,3
1.03,60.96,26.68,3
1.01,55.38,31.25,3
0.93,51.73,26.17,3
1.01,90.57,27.07,3
0.92,60.21,28.16,3
0.98,83.98,26.77,3
1.09,74.39,30.13,3
0.98,51.82,28.45,3
0.92,69.09,27.16,3
1.09,52.34,29.97,3
1.0,55.41,25.87,3
1.07,91.29,27.09,3
0.99,52.02,26.03,3
1.07,77.2,29.97,3
0.9,84.29,26.92,3
1.08,53.02,26.2,3
1.05,50.14,26.43,3
0.92,79.33,28.68,3
1.07,85.48,30.66,3
1.02,90.52,29.85,3
0.99,70.19,26.62,3
1.1,83.45,28.96,3
0.93,61.44,30.05,3
0.98,72.54,29.54,3
1.05,57.67,25.7,3
0.92,77.38,26.11,3
1.05,81.26,25.42,3
1.08,73.66,27.85,3
0.91,54.04,29.57,3
0.92,56.02,31.15,3
1.05,92.76,26.15,3
0.92,92.03,30.62,3
0.99,67.18,30.12,3
1.03,71.59,32.0,3
0.94,66.14,28.73,3
1.09,92.18,28.44,3
1.06,78.14,29.06,3
1.05,73.45,30.4,3
0.93,53.31,28.58,3
0.95,64.42,29.42,3
0.9,57.19,26.88,3
1.04,75.28,26.74,3
0.99,67.42,27.37,3
0.99,64.48,31.73,3
1.03,85.36,30.31,3
0.95,60.82,25.15,3
0.98,89.89,30.15,3
1.08,64.23,31.72,3
0.94,50.48,25.74,3
1.05,72.82,28.78,3
1.08,61.78,28.0,3
1.03,93.52,26.86,3
1.03,61.27,31.8,3
1.07,81.77,31.38,3
0.98,80.51,27.56,3
0.99,52.43,28.18,3
1.01,64.58,29.53,3
0.92,80.65,25.4,3
1.03,69.01,25.86,3
0.94,65.76,29.01,3
1.05,59.31,28.91,3
1.08,93.47,29.03,3
1.08,60.48,26.16,3
1.0,66.17,29.49,3
0.96,70.54,26.26,3
0.96,58.4,28.16,3
0.91,92.57,26.77,3
0.92,60.66,30.35,3
1.01,79.11,27.04,3
0.98,56.31,28.83,3
1.0,52.12,27.31,3
0.98,79.23,28.18,3
0.98,67.65,26.75,3
0.96,87.77,30.15,3
1.04,60.37,26.07,3
1.05,75.23,30.12,3
1.05,70.29,30.71,3
1.01,64.42,31.54,3
0.99,81.65,30.69,3
0.9,85.21,26.37,3
1.03,64.36,29.3,3
1.01,70.97,28.52,3
0.94,60.87,25.9,3
1.0,71.67,31.82,3
1.02,92.43,31.89,3
0.97,63.35,25.03,3
1.09,65.97,27.37,3
1.02,74.83,27.34,3
1.05,66.69,30.03,3
1.08,75.02,29.2,3
0.96,74.78,29.96,3
1.06,63.32,30.5,3
1.01,60.7,28.98,3
0.92,76.4,28.57,3
1.07,59.16,31.79,3
1.05,69.76,31.18,3
1.04,62.7,26.28,3
0.99,74.18,27.36,3
0.96,80.3,26.68,3
1.07,60.92,31.87,3
1.07,70.77,30.34,3
1.02,71.17,25.79,3
0.99,58.98,30.49,3
0.92,81.58,26.4,3
0.93,82.33,27.15,3
0.95,89.68,29.72,3
0.97,78.16,26.6,3
1.09,77.95,25.54,3
1.04,55.24,29.27,3
1.03,90.86,26.09,3
0.92,65.91,30.17,3
0.93,55.55,30.52,3
1.08,66.3,27.69,3
1.04,87.07,31.28,3
1.05,55.59,29.02,3
1.08,80.95,30.13,3
1.01,57.02,26.38,3
0.96,58.58,26.04,3
1.09,90.0,28.58,3
1.03,81.33,31.62,3
1.03,51.35,31.21,3
0.94,52.89,31.93,3
1.0,88.79,26.86,3
0.96,77.7,28.34,3
0.99,61.06,25.9,3
0.91,89.1,27.96,3
0.91,69.05,27.07,3
0.92,73.0,31.29,3
1.06,57.45,30.82,3
1.1,64.02,28.46,3
0.95,53.06,31.75,3
0.92,55.88,31.61,3
1.03,66.37,28.61,3
0.95,68.3,27.52,3
1.0,58.36,28.76,3
0.98,78.37,27.97,3
0.91,58.63,28.76,3
1.0,76.79,28.16,3
1.04,82.66,25.17,3
1.09,70.37,27.06,3
0.99,62.89,30.14,3
0.96,51.86,26.53,3
0.96,74.42,29.74,3
0.95,71.11,25.39,3
1.05,55.53,30.66,3
0.9,62.43,29.9,3
1.01,57.05,28.55,3
1.1,86.19,29.83,3
1.1,70.61,26.0,3
1.03,82.13,29.81,3
1.03,88.56,31.76,3
1.08,83.2,30.87,3
1.05,79.85,27.36,3
1.04,88.02,30.54,3
1.05,54.04,25.77,3
0.9,72.72,31.3,3
1.01,56.93,27.8,3
0.95,85.61,26.25,3
1.02,62.13,25.64,3
1.04,89.24,27.66,3
1.0,92.2,30.72,3
1.09,65.87,27.4,3
0.99,62.29,26.34,3
0.98,64.87,31.59,3
0.98,58.68,28.23,3
1.06,86.56,26.53,3
1.0,91.6,28.81,3
1.03,76.77,26.7,3
1.03,58.48,26.84,3
0.91,87.78,26.22,3
1.01,78.27,26.79,3
1.07,57.67,30.78,3
1.1,79.66,28.37,3
1.08,53.9,27.19,3
0.99,55.82,25.12,3
1.09,55.11,31.94,3
1.09,75.36,28.43,3
1.0,57.89,28.57,3
1.1,70.31,27.2,3
1.07,91.11,28.57,3
0.93,63.99,26.78,3
1.07,58.99,30.89,3
